year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2016,9,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",60.00,13.00,2.78,0.00,9.63,0.00,0.59,0.00,0.00,405.00,95.00,0.00,284.00,0.00,26.00
2016,9,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",601.00,144.00,35.69,4.52,55.25,0.17,48.37,5.00,2.00,9492.00,2296.00,285.00,2950.00,20.00,3941.00
2016,9,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",477.00,82.00,21.03,3.97,43.49,0.00,13.51,0.00,1.00,4605.00,1427.00,342.00,2095.00,0.00,741.00
2016,9,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2989.00,628.00,64.82,4.01,364.00,0.00,195.17,68.00,3.00,43309.00,6941.00,225.00,23325.00,0.00,12818.00
2016,9,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4248.00,830.00,207.29,28.87,379.23,0.00,214.61,15.00,6.00,56498.00,14461.00,2127.00,19041.00,0.00,20869.00
2016,9,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",167.00,40.00,8.39,8.43,14.30,0.00,8.88,0.00,0.00,1757.00,283.00,316.00,585.00,0.00,573.00
2016,9,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",504.00,96.00,17.25,11.54,43.12,0.00,24.09,2.00,0.00,5362.00,1354.00,722.00,1882.00,0.00,1404.00
2016,8,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",725.00,270.00,65.52,11.43,116.91,0.04,76.09,15.00,3.00,18947.00,4599.00,987.00,7412.00,6.00,5943.00
2016,8,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.00,15.00,2.24,0.00,11.45,0.00,1.30,0.00,0.00,560.00,83.00,0.00,452.00,0.00,25.00
2016,8,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",670.00,249.00,66.77,6.39,88.19,0.21,87.44,16.00,2.00,18577.00,4277.00,713.00,7050.00,9.00,6528.00
2016,8,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",521.00,136.00,41.17,5.80,68.46,0.00,20.56,15.00,1.00,12599.00,5034.00,299.00,5172.00,0.00,2094.00
2016,8,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3202.00,703.00,89.60,9.23,345.75,0.00,258.42,252.00,12.00,56564.00,9937.00,903.00,26580.00,0.00,19144.00
2016,8,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4581.00,1125.00,272.68,35.01,494.78,2.49,320.04,43.00,13.00,88948.00,19756.00,3163.00,31202.00,436.00,34391.00
2016,8,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",196.00,62.00,13.72,3.41,28.08,1.00,15.79,0.00,0.00,3250.00,562.00,124.00,1574.00,92.00,898.00
2016,8,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",521.00,154.00,34.81,13.56,64.66,0.00,40.97,3.00,7.00,9773.00,2445.00,1153.00,3108.00,0.00,3067.00
2016,7,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",724.00,275.00,60.86,10.89,127.69,0.84,74.72,23.00,9.00,23136.00,4203.00,781.00,11078.00,51.00,7023.00
2016,7,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.00,21.00,1.27,0.28,19.45,0.00,0.00,0.00,1.00,987.00,45.00,8.00,934.00,0.00,0.00
2016,7,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",670.00,248.00,54.91,3.78,98.32,0.00,90.98,32.00,4.00,23407.00,3851.00,217.00,10552.00,0.00,8787.00
2016,7,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",503.00,158.00,35.84,6.23,91.62,0.00,24.32,8.00,9.00,18384.00,2457.00,505.00,12469.00,0.00,2953.00
2016,7,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3237.00,729.00,106.08,7.99,347.54,0.00,267.39,423.00,29.00,65187.00,11760.00,459.00,32610.00,0.00,20358.00
2016,7,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4320.00,1110.00,265.75,33.56,443.83,0.00,366.85,82.00,69.00,100139.00,21589.00,3698.00,35764.00,0.00,39088.00
2016,7,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",200.00,50.00,8.94,6.41,24.61,0.00,10.04,0.00,3.00,3719.00,373.00,323.00,2363.00,0.00,660.00
2016,7,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",508.00,168.00,36.56,24.12,56.50,0.00,50.82,23.00,6.00,16085.00,3321.00,2705.00,5484.00,0.00,4575.00
2016,6,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",710.00,265.00,64.04,8.35,110.30,0.10,82.21,8.00,4.00,19828.00,5465.00,693.00,7202.00,4.00,6464.00
2016,6,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",60.00,10.00,3.67,0.00,6.33,0.00,0.00,0.00,0.00,667.00,191.00,0.00,476.00,0.00,0.00
2016,6,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",624.00,223.00,54.07,5.81,91.71,0.00,71.41,13.00,3.00,17119.00,3404.00,463.00,6758.00,0.00,6494.00
2016,6,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",481.00,132.00,28.79,8.18,77.81,0.00,17.22,0.00,5.00,10488.00,1995.00,878.00,6312.00,0.00,1303.00
2016,6,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2852.00,611.00,72.12,11.00,309.03,0.00,218.84,156.00,17.00,43674.00,7583.00,666.00,20449.00,0.00,14976.00
2016,6,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",16.00,7.00,0.00,2.69,4.28,0.00,0.03,0.00,0.00,461.00,0.00,312.00,148.00,0.00,1.00
2016,6,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4285.00,974.00,274.59,25.82,390.70,0.00,282.89,28.00,29.00,71714.00,17057.00,2085.00,25021.00,0.00,27551.00
2016,6,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",180.00,63.00,11.79,4.70,24.98,0.00,21.53,3.00,0.00,3504.00,358.00,317.00,1580.00,0.00,1249.00
2016,6,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",499.00,155.00,44.57,10.72,49.80,0.00,49.90,6.00,4.00,10644.00,3321.00,737.00,3378.00,0.00,3208.00
2016,5,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",777.00,228.00,52.16,12.52,108.26,0.89,54.17,10.00,0.00,13602.00,3372.00,1013.00,4119.00,30.00,5068.00
2016,5,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.00,12.00,3.53,0.00,8.48,0.00,0.00,0.00,0.00,437.00,141.00,0.00,296.00,0.00,0.00
2016,5,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",619.00,179.00,54.97,3.87,66.06,0.00,54.10,3.00,0.00,11211.00,3422.00,337.00,3094.00,0.00,4358.00
2016,5,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",478.00,88.00,32.19,1.26,42.88,0.00,11.67,1.00,0.00,4067.00,1832.00,158.00,1452.00,0.00,625.00
2016,5,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2611.00,581.00,58.92,6.50,347.10,0.00,168.48,25.00,7.00,33450.00,4514.00,498.00,18694.00,0.00,9744.00
2016,5,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,74.00,0.00,74.00,0.00,0.00,0.00
2016,5,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4276.00,669.00,179.28,21.54,307.86,0.00,160.33,10.00,3.00,43309.00,11604.00,1844.00,15593.00,0.00,14268.00
2016,5,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",174.00,38.00,8.57,2.00,10.02,0.00,17.41,1.00,0.00,1962.00,465.00,61.00,493.00,0.00,943.00
2016,5,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",511.00,116.00,28.66,8.12,40.37,0.00,38.85,5.00,0.00,6079.00,1530.00,517.00,1575.00,0.00,2457.00
2016,4,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",672.00,164.00,38.85,4.70,78.74,0.94,40.77,5.00,2.00,9157.00,1936.00,294.00,3424.00,33.00,3470.00
2016,4,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",60.00,9.00,1.18,0.00,7.03,0.00,0.79,0.00,0.00,494.00,89.00,0.00,347.00,0.00,58.00
2016,4,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",619.00,163.00,57.48,0.08,51.12,0.00,54.32,6.00,1.00,12137.00,3628.00,24.00,3017.00,0.00,5468.00
2016,4,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",475.00,90.00,28.18,0.00,50.08,0.00,11.74,12.00,0.00,5209.00,1687.00,0.00,2796.00,0.00,726.00
2016,4,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2831.00,451.00,49.27,1.96,280.33,0.00,119.44,54.00,9.00,30657.00,5044.00,183.00,17999.00,0.00,7431.00
2016,4,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4421.00,681.00,158.80,19.57,299.70,0.00,202.93,17.00,6.00,48138.00,11225.00,1142.00,17440.00,0.00,18331.00
2016,4,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",165.00,44.00,10.64,4.84,16.64,0.00,11.88,1.00,0.00,2227.00,475.00,136.00,1019.00,0.00,597.00
2016,4,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",484.00,120.00,29.79,10.79,45.76,0.00,33.66,2.00,1.00,6226.00,1410.00,763.00,2351.00,0.00,1702.00
2016,3,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",696.00,179.00,47.41,1.16,81.80,1.75,46.88,4.00,0.00,9179.00,2417.00,83.00,3352.00,68.00,3259.00
2016,3,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.00,15.00,3.35,0.00,11.65,0.00,0.00,0.00,0.00,429.00,84.00,0.00,345.00,0.00,0.00
2016,3,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",636.00,168.00,50.59,2.40,53.86,0.35,60.80,4.00,1.00,10805.00,3139.00,425.00,3084.00,26.00,4131.00
2016,3,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",414.00,64.00,20.64,1.89,35.57,0.00,5.90,1.00,0.00,3499.00,1122.00,241.00,1695.00,0.00,441.00
2016,3,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2905.00,556.00,57.75,8.78,341.26,0.00,148.21,33.00,6.00,33253.00,5466.00,981.00,18266.00,0.00,8540.00
2016,3,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4348.00,686.00,180.64,24.20,231.94,1.00,248.23,26.00,8.00,49825.00,16677.00,1365.00,12510.00,28.00,19245.00
2016,3,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",160.00,32.00,9.48,0.58,10.20,0.00,11.74,1.00,0.00,1974.00,643.00,21.00,576.00,0.00,734.00
2016,3,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",503.00,114.00,24.66,12.51,35.78,0.00,41.05,9.00,0.00,5360.00,1336.00,573.00,1309.00,0.00,2142.00
2016,2,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",620.00,163.00,30.10,1.71,104.74,0.00,26.44,20.00,1.00,10316.00,1819.00,143.00,6180.00,0.00,2174.00
2016,2,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",58.00,11.00,1.86,1.00,8.14,0.00,0.00,0.00,0.00,743.00,74.00,96.00,573.00,0.00,0.00
2016,2,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",583.00,187.00,42.29,3.98,75.38,0.00,65.36,11.00,0.00,15494.00,2817.00,625.00,5501.00,0.00,6551.00
2016,2,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",386.00,90.00,16.02,3.13,57.81,0.00,13.05,4.00,1.00,6761.00,1515.00,380.00,4011.00,0.00,855.00
2016,2,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2582.00,624.00,77.49,12.30,401.14,0.00,133.08,212.00,2.00,43525.00,5808.00,1443.00,27141.00,0.00,9133.00
2016,2,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3710.00,702.00,125.24,12.37,396.56,0.00,167.82,35.00,5.00,57945.00,8386.00,1359.00,31066.00,0.00,17134.00
2016,2,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",127.00,37.00,4.88,4.36,25.19,0.00,2.57,0.00,0.00,3331.00,370.00,210.00,2531.00,0.00,220.00
2016,2,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",458.00,94.00,16.74,11.86,47.28,0.00,18.13,22.00,1.00,5902.00,1081.00,1106.00,2697.00,0.00,1018.00
2016,1,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",675.00,126.00,47.13,4.00,45.28,0.33,29.25,60.00,2.00,6504.00,2742.00,132.00,1473.00,11.00,2146.00
2016,1,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.00,7.00,1.31,0.00,4.76,0.00,0.93,4.00,0.00,262.00,52.00,0.00,131.00,0.00,79.00
2016,1,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",613.00,166.00,62.56,5.28,29.04,0.92,68.19,30.00,7.00,9363.00,3104.00,772.00,1563.00,24.00,3900.00
2016,1,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",372.00,57.00,23.33,1.55,23.74,0.00,8.38,15.00,1.00,4021.00,1226.00,163.00,2015.00,0.00,617.00
2016,1,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2494.00,394.00,62.61,6.33,187.89,0.00,137.17,313.00,2.00,20444.00,3677.00,686.00,8353.00,0.00,7728.00
2016,1,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3690.00,502.00,192.82,23.99,138.45,0.05,146.70,370.00,7.00,32951.00,10665.00,1472.00,8874.00,5.00,11935.00
2016,1,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",144.00,21.00,8.56,5.68,1.22,0.00,5.54,9.00,0.00,879.00,359.00,166.00,67.00,0.00,287.00
2016,1,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",486.00,64.00,25.65,1.30,16.64,0.00,20.42,35.00,1.00,2981.00,1159.00,68.00,589.00,0.00,1165.00
2015,12,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",620.00,210.00,61.70,0.00,85.27,0.00,63.04,2.00,0.00,13599.00,3507.00,0.00,5493.00,0.00,4599.00
2015,12,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",418.00,115.00,22.91,6.49,67.85,0.00,17.75,2.00,0.00,7122.00,1922.00,571.00,3335.00,0.00,1294.00
2015,12,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3102.00,803.00,88.55,10.39,472.90,0.00,231.17,198.00,7.00,52489.00,6312.00,786.00,30878.00,0.00,14513.00
2015,12,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",131.00,37.00,5.11,7.49,21.24,0.00,3.16,5.00,0.00,2749.00,328.00,547.00,1596.00,0.00,278.00
2015,12,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4019.00,883.00,240.47,22.50,357.41,0.00,262.62,45.00,7.00,75599.00,18460.00,2907.00,25939.00,0.00,28293.00
2015,12,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",172.00,43.00,3.29,0.80,25.02,0.00,13.89,0.00,0.00,2542.00,98.00,38.00,1595.00,0.00,811.00
2015,12,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",501.00,154.00,55.99,16.81,53.67,0.00,27.53,14.00,0.00,9819.00,3981.00,1062.00,2655.00,0.00,2121.00
2015,12,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",667.00,182.00,40.92,5.33,106.69,0.00,29.06,8.00,0.00,10865.00,2304.00,644.00,5468.00,0.00,2449.00
2015,12,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.00,15.00,1.77,0.00,12.11,0.00,1.11,0.00,0.00,596.00,54.00,0.00,517.00,0.00,25.00
2015,11,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",649.00,193.00,42.28,4.93,107.91,3.65,34.23,3.00,0.00,9337.00,2211.00,286.00,4841.00,245.00,1754.00
2015,11,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",60.00,13.00,3.88,2.90,5.80,0.00,0.42,0.00,0.00,667.00,264.00,146.00,235.00,0.00,22.00
2015,11,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",561.00,122.00,26.60,0.00,73.62,0.00,21.78,4.00,3.00,7559.00,1620.00,0.00,4447.00,0.00,1492.00
2015,11,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",450.00,92.00,14.28,2.88,61.15,0.00,13.69,0.00,0.00,4988.00,830.00,340.00,2996.00,0.00,822.00
2015,11,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2970.00,705.00,68.01,3.37,436.82,0.00,196.81,87.00,11.00,50833.00,5165.00,542.00,31276.00,0.00,13850.00
2015,11,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",84.00,15.00,4.15,0.67,7.32,0.00,2.86,6.00,0.00,1047.00,287.00,39.00,484.00,0.00,237.00
2015,11,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3869.00,678.00,175.98,10.73,303.72,0.00,187.56,23.00,13.00,50323.00,12598.00,1077.00,16414.00,0.00,20234.00
2015,11,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",169.00,24.00,6.49,3.36,13.47,0.00,0.68,0.00,0.00,1211.00,439.00,76.00,673.00,0.00,23.00
2015,11,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",482.00,117.00,29.07,8.57,47.77,0.00,31.60,7.00,0.00,6303.00,2012.00,481.00,2167.00,0.00,1643.00
2015,10,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",686.00,139.00,39.38,3.29,72.24,0.07,24.02,3.00,1.00,8331.00,2481.00,259.00,4110.00,2.00,1479.00
2015,10,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.00,6.00,0.00,0.88,4.27,0.00,0.86,0.00,0.00,353.00,0.00,42.00,227.00,0.00,84.00
2015,10,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",547.00,131.00,35.71,0.00,60.33,0.27,34.68,3.00,1.00,7414.00,1729.00,0.00,3679.00,12.00,1994.00
2015,10,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",472.00,59.00,10.85,1.33,38.85,0.00,7.96,1.00,1.00,3532.00,519.00,62.00,2617.00,0.00,334.00
2015,10,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3122.00,642.00,62.06,6.35,369.57,0.00,204.02,72.00,7.00,41058.00,3939.00,541.00,24641.00,0.00,11937.00
2015,10,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",110.00,19.00,3.66,0.00,9.02,0.90,5.42,1.00,0.00,1048.00,154.00,0.00,638.00,56.00,200.00
2015,10,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3972.00,515.00,131.69,7.22,241.43,0.00,134.67,10.00,14.00,37333.00,8709.00,654.00,15066.00,0.00,12904.00
2015,10,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",171.00,22.00,3.27,2.47,12.72,0.00,3.54,0.00,0.00,1294.00,165.00,98.00,820.00,0.00,211.00
2015,10,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",514.00,91.00,28.17,16.40,26.23,0.00,20.20,2.00,1.00,6102.00,1750.00,1514.00,1852.00,0.00,986.00
2015,9,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",641.00,140.00,42.09,8.95,51.32,1.00,36.64,4.00,0.00,7175.00,2253.00,537.00,2107.00,21.00,2257.00
2015,9,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",61.00,5.00,0.00,0.35,4.65,0.00,0.00,0.00,0.00,150.00,0.00,17.00,133.00,0.00,0.00
2015,9,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",532.00,105.00,34.96,7.53,34.55,0.00,27.96,4.00,0.00,5921.00,1730.00,418.00,1730.00,0.00,2043.00
2015,9,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",511.00,53.00,17.80,4.87,22.64,0.00,7.69,0.00,1.00,3168.00,1008.00,408.00,1246.00,0.00,506.00
2015,9,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2661.00,436.00,58.73,10.58,223.45,0.00,143.24,39.00,1.00,25952.00,4791.00,928.00,11352.00,0.00,8881.00
2015,9,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",56.00,13.00,4.09,2.42,4.17,0.00,2.33,1.00,0.00,655.00,151.00,142.00,256.00,0.00,106.00
2015,9,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3572.00,497.00,162.71,17.95,187.55,0.00,128.79,11.00,6.00,29791.00,9483.00,1100.00,8745.00,0.00,10463.00
2015,9,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",166.00,12.00,2.22,1.94,4.88,0.00,2.95,0.00,1.00,532.00,117.00,41.00,287.00,0.00,87.00
2015,9,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",504.00,81.00,20.58,2.49,34.24,0.00,23.69,2.00,0.00,4238.00,1245.00,178.00,1281.00,0.00,1534.00
2015,8,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",732.00,182.00,50.82,9.96,74.42,0.12,46.67,9.00,1.00,11818.00,3029.00,915.00,4789.00,5.00,3080.00
2015,8,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.00,7.00,1.24,1.00,1.83,0.00,2.92,0.00,0.00,400.00,52.00,15.00,175.00,0.00,158.00
2015,8,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",584.00,176.00,54.46,9.51,58.38,0.36,53.29,10.00,1.00,13624.00,3360.00,1272.00,4363.00,16.00,4613.00
2015,8,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",501.00,83.00,25.28,3.99,37.28,0.00,16.45,2.00,1.00,7138.00,1658.00,524.00,3495.00,0.00,1461.00
2015,8,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3064.00,576.00,78.64,9.28,258.64,0.00,229.43,93.00,6.00,39186.00,5960.00,557.00,17757.00,0.00,14912.00
2015,8,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",40.00,4.00,2.89,0.00,1.11,0.00,0.00,2.00,0.00,117.00,53.00,0.00,64.00,0.00,0.00
2015,8,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3967.00,824.00,228.18,42.89,261.92,0.00,291.01,40.00,3.00,53160.00,12405.00,3287.00,16733.00,0.00,20735.00
2015,8,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",184.00,26.00,8.83,1.27,7.92,0.00,7.98,1.00,0.00,2028.00,728.00,42.00,855.00,0.00,403.00
2015,8,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",511.00,117.00,43.43,9.24,24.33,0.00,40.00,3.00,2.00,8413.00,3082.00,1077.00,1589.00,0.00,2665.00
2015,7,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",756.00,277.00,67.45,5.63,128.64,0.32,74.95,7.00,2.00,19239.00,4369.00,590.00,8476.00,7.00,5797.00
2015,7,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.00,11.00,2.92,1.00,7.08,0.00,0.00,0.00,0.00,595.00,99.00,79.00,417.00,0.00,0.00
2015,7,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",588.00,178.00,36.49,5.48,94.27,0.00,41.77,11.00,0.00,13501.00,2273.00,356.00,7374.00,0.00,3498.00
2015,7,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",499.00,125.00,31.16,4.29,72.75,0.00,16.80,0.00,0.00,7476.00,1474.00,311.00,4705.00,0.00,986.00
2015,7,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3134.00,759.00,105.01,12.11,390.72,0.00,251.16,156.00,8.00,57477.00,8199.00,1070.00,29761.00,0.00,18447.00
2015,7,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",30.00,4.00,3.08,0.00,0.92,0.00,0.00,2.00,0.00,229.00,118.00,0.00,111.00,0.00,0.00
2015,7,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4137.00,1068.00,266.67,37.86,384.25,0.00,379.22,58.00,17.00,77989.00,17487.00,2545.00,25842.00,0.00,32115.00
2015,7,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",184.00,37.00,4.46,3.94,18.96,0.00,9.64,0.00,1.00,2252.00,314.00,167.00,1271.00,0.00,500.00
2015,7,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",518.00,191.00,69.44,9.04,54.61,0.00,57.90,3.00,3.00,14159.00,5165.00,1081.00,3752.00,0.00,4161.00
2015,6,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",325.00,126.00,20.59,4.24,61.78,0.00,39.40,4.00,4.00,7455.00,1248.00,341.00,3231.00,0.00,2635.00
2015,6,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",60.00,8.00,1.04,0.00,4.32,0.00,2.65,0.00,1.00,549.00,82.00,0.00,397.00,0.00,70.00
2015,6,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",545.00,149.00,24.97,7.03,85.03,0.33,31.64,8.00,4.00,12998.00,1733.00,582.00,7941.00,19.00,2723.00
2015,6,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",485.00,134.00,26.96,8.28,71.84,0.00,26.93,0.00,3.00,11130.00,2164.00,684.00,5683.00,0.00,2599.00
2015,6,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2998.00,858.00,126.13,13.07,376.52,0.00,342.27,220.00,14.00,66063.00,11011.00,1720.00,29561.00,0.00,23771.00
